document_id,ticker,company_name,report_year,dimension_code,raw_score,evidence_locator,evidence_exists,evidence_text_short,evidence_semantic_status,evidence_issue_type,score_evidence_alignment,needs_review,recommended_action
MDA_2836_CARLSBG_2024,CARLSBG,Carlsberg Brewery Malaysia Berhad,2024,AR04,2,[MDA_P001],true,"MANAGEMENT DISCUSSION AND ANALYSIS Through Portfolio Choices, we are sharpening our focus on premiumisation, innovation and strengthening core beer offerings. Investments in premium brands, Alcohol-Free Brews and Beyond Beer categories position us to cater to evolving consumer pr",strong,none,aligned,false,accept
MDA_2836_CARLSBG_2024,CARLSBG,Carlsberg Brewery Malaysia Berhad,2024,AR05,2,[MDA_P001],true,"MANAGEMENT DISCUSSION AND ANALYSIS Through Portfolio Choices, we are sharpening our focus on premiumisation, innovation and strengthening core beer offerings. Investments in premium brands, Alcohol-Free Brews and Beyond Beer categories position us to cater to evolving consumer pr",strong,none,aligned,false,accept
MDA_3026_DLADY_2020,DLADY,DL,2020,AR01,2,[MDA_P001],true,"MANAGEMENT DISCUSSION & ANALYSIS Number 1 position in Liquid Milk. In line with DLMI’s purpose to Nourish our Nation from Grass to Glass, the business successfully overcame multiple challenges throughout 2020. 66 SKUs which make up 85% of our portfolio in the Consumer Dairy busin",strong,none,aligned,false,accept
MDA_3026_DLADY_2020,DLADY,DL,2020,AR02,3,[MDA_P001],true,"MANAGEMENT DISCUSSION & ANALYSIS Number 1 position in Liquid Milk. In line with DLMI’s purpose to Nourish our Nation from Grass to Glass, the business successfully overcame multiple challenges throughout 2020. 66 SKUs which make up 85% of our portfolio in the Consumer Dairy busin",acceptable,numeric_review_required,partial,false,manual_review
MDA_3026_DLADY_2020,DLADY,DL,2020,AR03,2,[MDA_P007],true,"MANAGEMENT DISCUSSION & ANALYSIS For our Specialised Nutrition portfolio, our Growing Up Milk segment had performed well ahead of the category. We continue to see growth in penetration of Growing Up Milk to 24.4% (+1.2pp vs 2019, source Kantar WIP). This resulted in a further inc",strong,none,aligned,false,accept
MDA_3026_DLADY_2020,DLADY,DL,2020,AR04,2,[MDA_P002],true,"obesity and stunting, especially amongst children. Beyond providing innovative products to better suit the dietary needs of Malaysians, DLMI has raised the awareness of the dual burden issues via multiple platforms leveraging on platforms such as the World Milk Day, online progra",strong,none,aligned,false,accept
MDA_3026_DLADY_2020,DLADY,DL,2020,AR05,2,[MDA_P001],true,"MANAGEMENT DISCUSSION & ANALYSIS Number 1 position in Liquid Milk. In line with DLMI’s purpose to Nourish our Nation from Grass to Glass, the business successfully overcame multiple challenges throughout 2020. 66 SKUs which make up 85% of our portfolio in the Consumer Dairy busin",strong,none,aligned,false,accept
MDA_3026_DLADY_2021,DLADY,DL,2021,AR01,2,[MDA_P001],true,"MANAGEMENT DISCUSSION & ANALYSIS Datin Seri Sunita Mei-Lin Rajakumar Chairperson Ramjeet Kaur Virik Executive Director Distributing over 180,000 milk packs to key frontliners and partnered various Non-Government Organisations, Key Opinion Leaders and Foodbanks Nourishing by Natur",strong,none,aligned,false,accept
MDA_3026_DLADY_2021,DLADY,DL,2021,AR02,3,[MDA_P006],true,"Environmental Sustainability DLMI is constantly working to reduce our environmental footprint. Efforts to care for our environment are practiced every day across our business for example through purchasing 100% green electricity. As such, we’re committed to using less energy and ",acceptable,numeric_review_required,partial,false,manual_review
MDA_3026_DLADY_2021,DLADY,DL,2021,AR03,2,[MDA_P018],true,"While we have been true to our purpose in Nourishing Malaysian, 2021 has really been the year where that purpose is clearly brought to live. Movement Control Orders (MCO) has changed the way consumer consume and perceive dairy. Not only the nutritional value of our milk is highly",strong,none,aligned,false,accept
MDA_3026_DLADY_2021,DLADY,DL,2021,AR04,2,[MDA_P023],true,During the COVID-19 pandemic DLMI has been able to continue to drive its purpose of Nourishing the Malaysian people. Profit performance details are broken down in profit resulting from sales of products sourced from the existing manufacturing facilities (profit from existing oper,strong,none,aligned,false,accept
MDA_3026_DLADY_2021,DLADY,DL,2021,AR05,2,[MDA_P001],true,"MANAGEMENT DISCUSSION & ANALYSIS Datin Seri Sunita Mei-Lin Rajakumar Chairperson Ramjeet Kaur Virik Executive Director Distributing over 180,000 milk packs to key frontliners and partnered various Non-Government Organisations, Key Opinion Leaders and Foodbanks Nourishing by Natur",strong,none,aligned,false,accept
MDA_3026_DLADY_2022,DLADY,DL,2022,AR01,4,[MDA_P001],true,Management Discussion & Analysis,strong,none,aligned,false,accept
MDA_3026_DLADY_2022,DLADY,DL,2022,AR02,2,[MDA_P032],true,"After reconciliation, DLMI paid to its shareholders a total of RM32 million in interim dividends consisting of two standards dividends of RM0.25 each. This represents a distribution of 69% of the profits attributable to shareholders. ANALYSIS OF INCOME Our reported Revenue increa",acceptable,numeric_review_required,partial,false,manual_review
MDA_3026_DLADY_2022,DLADY,DL,2022,AR03,2,[MDA_P011],true,"Management Discussion & Analysis MANAGING DIRECTOR’S REPORT With such a singular focus on purpose and people, we believe performance follows. At DLMI, performance is about ‘Winning Profitably’ in a manner that it is meaningful for both our shareholders and stakeholders. In other ",strong,none,aligned,false,accept
MDA_3026_DLADY_2022,DLADY,DL,2022,AR04,2,[MDA_P004],true,"DUTCH LADY MILK INDUSTRIES BERHAD | INTEGRATED ANNUAL REPORT 2022 MANAGING DIRECTOR’S REPORT DUAL DILEMMA & DAIRY LEADERSHIP The dynamics of business have changed over the last three years. In 2022, the market continued to perform but with uncertainty. There was no stability in p",strong,none,aligned,false,accept
MDA_3026_DLADY_2022,DLADY,DL,2022,AR05,2,[MDA_P001],true,Management Discussion & Analysis,strong,none,aligned,false,accept
MDA_3026_DLADY_2023,DLADY,DL,2023,AR01,5,[MDA_P001],true,Management Discussion & Analysis – Strategic Review | 04 | 05 | 06 | 07 | P e r s p e c t i v e CHAIRPERSON’S,strong,none,aligned,false,accept
MDA_3026_DLADY_2023,DLADY,DL,2023,AR02,3,[MDA_P004],true,"Meanwhile, sustainability KPIs are part of Managing Director and Management Team’s annual targets. Our three-year journey towards transition and adoption of Integrated Reporting principles, which commenced from the reporting cycle of 2022, is currently ongoing. The intent is to t",acceptable,numeric_review_required,partial,false,manual_review
MDA_3026_DLADY_2023,DLADY,DL,2023,AR03,2,[MDA_P004],true,"Meanwhile, sustainability KPIs are part of Managing Director and Management Team’s annual targets. Our three-year journey towards transition and adoption of Integrated Reporting principles, which commenced from the reporting cycle of 2022, is currently ongoing. The intent is to t",acceptable,none,aligned,false,accept
MDA_3026_DLADY_2023,DLADY,DL,2023,AR04,2,[MDA_P002],true,"Our priority during the year was on implementation of our strategic priorities, while operating with resilience” RESPONSIBLE BUSINESS DLMI is committed to strong corporate governance, robust risk management practices, and a conducive culture, enabling us to operate a profitable a",strong,none,aligned,false,accept
MDA_3026_DLADY_2023,DLADY,DL,2023,AR05,2,[MDA_P036],true,"This move reduced raw material but increased finished goods. In addition, we relied on stock build- up of finished goods towards a seamless market transition during the Enstek move. Receivables were managed tightly to preserve working capital. The trade and other receivables bala",strong,none,aligned,false,accept
MDA_3026_DLADY_2024,DLADY,DL,2024,AR01,4,[MDA_P001],true,"A HISTORIC MILESTONE & MASSIVE TRANSITION TOWARDS RESPONSIBLE GROWTH 2024 was history in the making for Dutch Lady Milk Industries Berhad. One notable milestone was bidding farewell to our iconic DLMI@PJ manufacturing facility, established in 1966 to produce our first product, sw",weak,too_generic,partial,true,manual_review
MDA_3026_DLADY_2024,DLADY,DL,2024,AR02,3,[MDA_P002],true,"This transition, a well- orchestrated plan over the past five years, culminated in 2024 with the critical milestone of moving to our Halal IR4.0- enabled production centre. This move will accelerate our strategy to scale operations and innovations, reinforcing our position as Mal",acceptable,numeric_review_required,partial,false,manual_review
MDA_3026_DLADY_2024,DLADY,DL,2024,AR03,2,[MDA_P001],true,"A HISTORIC MILESTONE & MASSIVE TRANSITION TOWARDS RESPONSIBLE GROWTH 2024 was history in the making for Dutch Lady Milk Industries Berhad. One notable milestone was bidding farewell to our iconic DLMI@PJ manufacturing facility, established in 1966 to produce our first product, sw",strong,none,aligned,false,accept
MDA_3026_DLADY_2024,DLADY,DL,2024,AR04,2,[MDA_P002],true,"This transition, a well- orchestrated plan over the past five years, culminated in 2024 with the critical milestone of moving to our Halal IR4.0- enabled production centre. This move will accelerate our strategy to scale operations and innovations, reinforcing our position as Mal",strong,none,aligned,false,accept
MDA_3026_DLADY_2024,DLADY,DL,2024,AR05,2,[MDA_P001],true,"A HISTORIC MILESTONE & MASSIVE TRANSITION TOWARDS RESPONSIBLE GROWTH 2024 was history in the making for Dutch Lady Milk Industries Berhad. One notable milestone was bidding farewell to our iconic DLMI@PJ manufacturing facility, established in 1966 to produce our first product, sw",strong,none,aligned,false,accept
MDA_3255_HEIM_2020,HEIM,Heineken,2020,AR01,2,[MDA_P001],true,"Management Discussion & Analysis “The cover of our Annual Report 2020 is symbolic of our organisation’s collective sentiment during the difficult time, it represents our team spirit to keep the lights shining in the darkness, and it reflects our commitment as One Strong Winning T",strong,none,aligned,false,accept
MDA_3255_HEIM_2020,HEIM,Heineken,2020,AR02,3,[MDA_P002],true,"ANNUAL REPORT 2020 | HEINEKEN MALAYSIA BERHAD Management Discussion & Analysis 2020 was a difficult year. The Covid-19 global pandemic brought the economy to a standstill. Faced with the immediate need to bring the contagion under control, the Malaysian Government introduced the ",acceptable,numeric_review_required,partial,false,manual_review
MDA_3255_HEIM_2020,HEIM,Heineken,2020,AR03,2,[MDA_P003],true,"We are the leading brewer in the country, with a portfolio of iconic international and local brands that are supported by consumers who share the same Passion for Quality that is a key HEINEKEN value. In 2020, we had to respond to the drastic changes in the external environment c",weak,missing_causal_explanation,partial,true,manual_review
MDA_3255_HEIM_2020,HEIM,Heineken,2020,AR04,2,[MDA_P001],true,"Management Discussion & Analysis “The cover of our Annual Report 2020 is symbolic of our organisation’s collective sentiment during the difficult time, it represents our team spirit to keep the lights shining in the darkness, and it reflects our commitment as One Strong Winning T",strong,none,aligned,false,accept
MDA_3255_HEIM_2020,HEIM,Heineken,2020,AR05,2,[MDA_P001],true,"Management Discussion & Analysis “The cover of our Annual Report 2020 is symbolic of our organisation’s collective sentiment during the difficult time, it represents our team spirit to keep the lights shining in the darkness, and it reflects our commitment as One Strong Winning T",strong,none,aligned,false,accept
MDA_3255_HEIM_2021,HEIM,Heineken,2021,AR01,2,[MDA_P001],true,"Management Discussion & Analysis Navigating through the storm We kept an all hands on deck approach by keeping the team connected and motivated through regular communications and updates, despite the many uncertainties in the external environment. Building on our experience in th",strong,none,aligned,false,accept
MDA_3255_HEIM_2021,HEIM,Heineken,2021,AR02,3,[MDA_P001],true,"Management Discussion & Analysis Navigating through the storm We kept an all hands on deck approach by keeping the team connected and motivated through regular communications and updates, despite the many uncertainties in the external environment. Building on our experience in th",acceptable,numeric_review_required,partial,false,manual_review
MDA_3255_HEIM_2021,HEIM,Heineken,2021,AR03,2,[MDA_P003],true,"The pause in our brewery operations was significantly longer than the seven week stoppage we faced in 2020 due to the first MCO and this impeded on the Group’s ability to conduct our normal business operations. Nevertheless, I am pleased to share that the bold moves we took prove",strong,none,aligned,false,accept
MDA_3255_HEIM_2021,HEIM,Heineken,2021,AR04,2,[MDA_P002],true,"Annual REPORT 2021 | HEINEKEN MALAYSIA BERHAD Who We Are Our Business Model Performance Review Sustainability Review How We Are Governed Our Numbers & Other Information After a difficult 2020 due to the COVID-19 pandemic, we went into 2021 hopeful of continued recovery. The prolo",strong,none,aligned,false,accept
MDA_3255_HEIM_2021,HEIM,Heineken,2021,AR05,2,[MDA_P001],true,"Management Discussion & Analysis Navigating through the storm We kept an all hands on deck approach by keeping the team connected and motivated through regular communications and updates, despite the many uncertainties in the external environment. Building on our experience in th",strong,none,aligned,false,accept
MDA_3255_HEIM_2022,HEIM,Heineken,2022,AR01,2,[MDA_P001],true,"Management Discussion & Analysis Emerging Stronger from the Crisis 2022 was a new dawn as we stepped out from the global pandemic. Businesses reopened, social restrictions relaxed, international tourism resumed, and we pushed ahead to accelerate our recovery amidst the evolving c",strong,none,aligned,false,accept
MDA_3255_HEIM_2022,HEIM,Heineken,2022,AR02,3,[MDA_P004],true,"The following is a review of our business and financial performance, the highlights of our commercial campaigns, the progress of our sustainability commitments, as well as the outlook for 2023. OUR PERFORMANCE Compared to 2021, Group revenue rose by 44%, mainly attributable to an",acceptable,numeric_review_required,partial,false,manual_review
MDA_3255_HEIM_2022,HEIM,Heineken,2022,AR03,2,[MDA_P001],true,"Management Discussion & Analysis Emerging Stronger from the Crisis 2022 was a new dawn as we stepped out from the global pandemic. Businesses reopened, social restrictions relaxed, international tourism resumed, and we pushed ahead to accelerate our recovery amidst the evolving c",acceptable,none,aligned,false,accept
MDA_3255_HEIM_2022,HEIM,Heineken,2022,AR04,4,[MDA_P004],true,"The following is a review of our business and financial performance, the highlights of our commercial campaigns, the progress of our sustainability commitments, as well as the outlook for 2023. OUR PERFORMANCE Compared to 2021, Group revenue rose by 44%, mainly attributable to an",acceptable,none,aligned,false,accept
MDA_3255_HEIM_2022,HEIM,Heineken,2022,AR05,2,[MDA_P001],true,"Management Discussion & Analysis Emerging Stronger from the Crisis 2022 was a new dawn as we stepped out from the global pandemic. Businesses reopened, social restrictions relaxed, international tourism resumed, and we pushed ahead to accelerate our recovery amidst the evolving c",strong,none,aligned,false,accept
MDA_3255_HEIM_2023,HEIM,Heineken,2023,AR01,2,[MDA_P001],true,"Management Discussion & Analysis Roland Bala Managing Director Creating Good Times, Celebrating the Joy of True Togetherness In 2023, we celebrated the 150th anniversary of the Heineken® brand, the world’s no. 1 international premium beer. Forget the candles, this was about honou",strong,none,aligned,false,accept
MDA_3255_HEIM_2023,HEIM,Heineken,2023,AR02,3,[MDA_P004],true,"The following is a review of our business and financial performance, the highlights of our commercial campaigns, the progress of our sustainability goals, as well as the outlook for 2024. OUR PERFORMANCE Compared with our 2022 performance, Group revenue decreased by 8%, mainly du",acceptable,numeric_review_required,partial,false,manual_review
MDA_3255_HEIM_2023,HEIM,Heineken,2023,AR03,2,[MDA_P004],true,"The following is a review of our business and financial performance, the highlights of our commercial campaigns, the progress of our sustainability goals, as well as the outlook for 2024. OUR PERFORMANCE Compared with our 2022 performance, Group revenue decreased by 8%, mainly du",strong,none,aligned,false,accept
MDA_3255_HEIM_2023,HEIM,Heineken,2023,AR04,2,[MDA_P004],true,"The following is a review of our business and financial performance, the highlights of our commercial campaigns, the progress of our sustainability goals, as well as the outlook for 2024. OUR PERFORMANCE Compared with our 2022 performance, Group revenue decreased by 8%, mainly du",strong,none,aligned,false,accept
MDA_3255_HEIM_2023,HEIM,Heineken,2023,AR05,1,[MDA_P001],true,"Management Discussion & Analysis Roland Bala Managing Director Creating Good Times, Celebrating the Joy of True Togetherness In 2023, we celebrated the 150th anniversary of the Heineken® brand, the world’s no. 1 international premium beer. Forget the candles, this was about honou",strong,none,aligned,false,accept
MDA_3255_HEIM_2024,HEIM,Heineken,2024,AR01,4,[MDA_P001],true,"Management Discussion & Analysis HEINEKEN Malaysia delivered strong financial results in 2024, showing significant progress from the previous year, fueled by strategic marketing efforts and the successful launch of innovation products that resonated well with consumers. BUSINESS ",strong,none,aligned,false,accept
MDA_3255_HEIM_2024,HEIM,Heineken,2024,AR02,3,[MDA_P001],true,"Management Discussion & Analysis HEINEKEN Malaysia delivered strong financial results in 2024, showing significant progress from the previous year, fueled by strategic marketing efforts and the successful launch of innovation products that resonated well with consumers. BUSINESS ",acceptable,numeric_review_required,partial,false,manual_review
MDA_3255_HEIM_2024,HEIM,Heineken,2024,AR03,2,[MDA_P001],true,"Management Discussion & Analysis HEINEKEN Malaysia delivered strong financial results in 2024, showing significant progress from the previous year, fueled by strategic marketing efforts and the successful launch of innovation products that resonated well with consumers. BUSINESS ",strong,none,aligned,false,accept
MDA_3255_HEIM_2024,HEIM,Heineken,2024,AR04,4,[MDA_P001],true,"Management Discussion & Analysis HEINEKEN Malaysia delivered strong financial results in 2024, showing significant progress from the previous year, fueled by strategic marketing efforts and the successful launch of innovation products that resonated well with consumers. BUSINESS ",strong,none,aligned,false,accept
MDA_3255_HEIM_2024,HEIM,Heineken,2024,AR05,2,[MDA_P001],true,"Management Discussion & Analysis HEINEKEN Malaysia delivered strong financial results in 2024, showing significant progress from the previous year, fueled by strategic marketing efforts and the successful launch of innovation products that resonated well with consumers. BUSINESS ",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2020,MFLOUR,MFM,2020,AR01,5,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept
MDA_3662_MFLOUR_2020,MFLOUR,MFM,2020,AR02,3,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,invalid,missing_financial_content,misaligned,true,rerun_dimension_only
MDA_3662_MFLOUR_2020,MFLOUR,MFM,2020,AR03,4,[MDA_P002],true,"ANNUAL REPORT 2020 - Malayan Flour Mills Berhad The net interest expenses reduced by RM1.1 million to RM17.3 million in 2020 as compared to the previous year primarily due to the lower interest rate environment throughout the year. As at 31 December 2020, our Group’s total assets",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2020,MFLOUR,MFM,2020,AR04,4,[MDA_P006],true,"ANNUAL REPORT 2020 - Malayan Flour Mills Berhad Anticipated or Known Risks Food safety and compliance to standards are top priorities for us as a food manufacturer as usage of fl our and poultry is very wide and diverse and it cut across different cultural background, race and re",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2020,MFLOUR,MFM,2020,AR05,4,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept
MDA_3662_MFLOUR_2021,MFLOUR,MFM,2021,AR01,5,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept
MDA_3662_MFLOUR_2021,MFLOUR,MFM,2021,AR02,3,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,invalid,missing_financial_content,misaligned,true,rerun_dimension_only
MDA_3662_MFLOUR_2021,MFLOUR,MFM,2021,AR03,4,[MDA_P002],true,"ANNUAL REPORT 2021 - Malayan Flour Mills Berhad to favourable margin arising from higher sales volume of fl our and increased selling prices in 2021. On the contrary, grains trading business recorded an operating loss for fi nancial year 2021 due to lower demand and higher commod",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2021,MFLOUR,MFM,2021,AR04,4,[MDA_P003],true,"Our Group’s Earnings before interest, taxes, depreciation and amortisation (“EBITDA”) from continuing operations after fair value loss arising from remeasurement of contingent consideration receivable and provision for profi t guarantee payment of RM77.87 million and RM15.00 mill",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2021,MFLOUR,MFM,2021,AR05,4,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept
MDA_3662_MFLOUR_2022,MFLOUR,MFM,2022,AR01,5,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept
MDA_3662_MFLOUR_2022,MFLOUR,MFM,2022,AR02,3,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,acceptable,numeric_review_required,partial,false,manual_review
MDA_3662_MFLOUR_2022,MFLOUR,MFM,2022,AR03,2,[MDA_P002],true,"Annual Report 2022 - Malayan Flour Mills Berhad MANAGEMENT DISCUSSION AND ANALYSIS (CONT’D) Financial Performance Highlights In the financial year ended 31 December 2022 (“FY2022”), MFM performed commendably, delivering a set of financial results that point towards the success of",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2022,MFLOUR,MFM,2022,AR04,4,[MDA_P003],true,"MFM saw a confluence of factors affecting our FGT business, namely the geopolitical conflict in Europe, the economic impact from inflationary pressure which ultimately drove up commodity prices along with interest rates, as well as the indirect effect on currency volatility, amid",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2022,MFLOUR,MFM,2022,AR05,2,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept
MDA_3662_MFLOUR_2023,MFLOUR,MFM,2023,AR01,4,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept
MDA_3662_MFLOUR_2023,MFLOUR,MFM,2023,AR02,3,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,invalid,missing_financial_content,misaligned,true,rerun_dimension_only
MDA_3662_MFLOUR_2023,MFLOUR,MFM,2023,AR03,4,[MDA_P002],true,"Annual Report 2023 | Malayan Flour Mills Berhad 23 Financial Performance Highlights To begin with, the operating activities that contribute to MFM’s consolidated revenue are from the Flour and Grain Trading (“FGT”) and aquafeed businesses. The other businesses, namely the Poultry",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2023,MFLOUR,MFM,2023,AR04,2,[MDA_P002],true,"Annual Report 2023 | Malayan Flour Mills Berhad 23 Financial Performance Highlights To begin with, the operating activities that contribute to MFM’s consolidated revenue are from the Flour and Grain Trading (“FGT”) and aquafeed businesses. The other businesses, namely the Poultry",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2023,MFLOUR,MFM,2023,AR05,4,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept
MDA_3662_MFLOUR_2024,MFLOUR,MFM,2024,AR01,4,[MDA_P001],true,Management Discussion and Analysis,strong,none,aligned,false,accept
MDA_3662_MFLOUR_2024,MFLOUR,MFM,2024,AR02,3,[MDA_P001],true,Management Discussion and Analysis,acceptable,numeric_review_required,partial,false,manual_review
MDA_3662_MFLOUR_2024,MFLOUR,MFM,2024,AR03,4,[MDA_P002],true,"ANNUAL REPORT 2024 | Malayan Flour Mills Berhad 25 Similarly, in aquaculture, we are committed to continuous innovation and refi nement of our products to enhance the quality of our aqua feeds and better meet client specifi cations. Financial Performance Highlights During the fi ",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2024,MFLOUR,MFM,2024,AR04,4,[MDA_P002],true,"ANNUAL REPORT 2024 | Malayan Flour Mills Berhad 25 Similarly, in aquaculture, we are committed to continuous innovation and refi nement of our products to enhance the quality of our aqua feeds and better meet client specifi cations. Financial Performance Highlights During the fi ",strong,none,aligned,false,accept
MDA_3662_MFLOUR_2024,MFLOUR,MFM,2024,AR05,4,[MDA_P001],true,Management Discussion and Analysis,strong,none,aligned,false,accept
MDA_3689_FN_2020,FN,FNHB,2020,AR01,4,[MDA_P001],true,"BUSINESS REVIEW: Food and Beverages Malaysia Managing Director, Domestic Commercial Operations (Peninsular Malaysia) Bryan Lee Chee Kong Director, Domestic Commercial Operations (East Malaysia & Brunei) Bart Lim Siang Chin",strong,none,aligned,false,accept
MDA_3689_FN_2020,FN,FNHB,2020,AR02,4,[MDA_P001],true,"BUSINESS REVIEW: Food and Beverages Malaysia Managing Director, Domestic Commercial Operations (Peninsular Malaysia) Bryan Lee Chee Kong Director, Domestic Commercial Operations (East Malaysia & Brunei) Bart Lim Siang Chin",invalid,missing_financial_content,misaligned,true,rerun_dimension_only
MDA_3689_FN_2020,FN,FNHB,2020,AR03,2,[MDA_P002],true,"ANNUAL REPORT 2020 md&a Complementing online sales, we strengthened our route to market by partnering other merchants as well as F&B outlets with whom we bundled our products. We also penetrated deeper into previously unserved areas throughout Malaysia with pilot van sales to dri",strong,none,aligned,false,accept
MDA_3689_FN_2020,FN,FNHB,2020,AR04,2,[MDA_P007],true,"BUSINESS REVIEW: Food and Beverages Malaysia (Cont’d.) OUTLOOK The immediate future is wrought with the ongoing pandemic as well as local and global uncertainties. Despite the volatile landscape, we have been able to discern emerging trends and harness opportunities as efficientl",strong,none,aligned,false,accept
MDA_3689_FN_2020,FN,FNHB,2020,AR05,5,[MDA_P001],true,"BUSINESS REVIEW: Food and Beverages Malaysia Managing Director, Domestic Commercial Operations (Peninsular Malaysia) Bryan Lee Chee Kong Director, Domestic Commercial Operations (East Malaysia & Brunei) Bart Lim Siang Chin",acceptable,none,aligned,false,accept
MDA_3689_FN_2021,FN,FNHB,2021,AR01,4,[MDA_P001],true,Management Discussion & Analysis,strong,none,aligned,false,accept
MDA_3689_FN_2021,FN,FNHB,2021,AR02,3,[MDA_P002],true,"Market Review FY2021 has been signiﬁcantly more challenging than FY2020 for our Malaysian, Thai and Export operations for three main reasons: Covid-19, the increase in price of commodities, as well as that of freight charges. In both Malaysia and Thailand, after a period during w",invalid,missing_financial_content,misaligned,true,rerun_dimension_only
MDA_3689_FN_2021,FN,FNHB,2021,AR03,2,[MDA_P002],true,"Market Review FY2021 has been signiﬁcantly more challenging than FY2020 for our Malaysian, Thai and Export operations for three main reasons: Covid-19, the increase in price of commodities, as well as that of freight charges. In both Malaysia and Thailand, after a period during w",strong,none,aligned,false,accept
MDA_3689_FN_2021,FN,FNHB,2021,AR04,4,[MDA_P002],true,"Market Review FY2021 has been signiﬁcantly more challenging than FY2020 for our Malaysian, Thai and Export operations for three main reasons: Covid-19, the increase in price of commodities, as well as that of freight charges. In both Malaysia and Thailand, after a period during w",strong,none,aligned,false,accept
MDA_3689_FN_2021,FN,FNHB,2021,AR05,4,[MDA_P001],true,Management Discussion & Analysis,strong,none,aligned,false,accept
MDA_3689_FN_2022,FN,FNHB,2022,AR01,2,[MDA_P001],true,"Management Discussion & Analysis Strategic Review Market Review OUR OPERATING LANDSCAPE The year 2022 has been marked by two key and opposing factors. Positively, it has seen the gradual unravelling of movement and social restrictions imposed to contain COVID-19. Yet, rather than",strong,none,aligned,false,accept
MDA_3689_FN_2022,FN,FNHB,2022,AR02,2,[MDA_P001],true,"Management Discussion & Analysis Strategic Review Market Review OUR OPERATING LANDSCAPE The year 2022 has been marked by two key and opposing factors. Positively, it has seen the gradual unravelling of movement and social restrictions imposed to contain COVID-19. Yet, rather than",acceptable,numeric_review_required,partial,false,manual_review
MDA_3689_FN_2022,FN,FNHB,2022,AR03,2,[MDA_P001],true,"Management Discussion & Analysis Strategic Review Market Review OUR OPERATING LANDSCAPE The year 2022 has been marked by two key and opposing factors. Positively, it has seen the gradual unravelling of movement and social restrictions imposed to contain COVID-19. Yet, rather than",strong,none,aligned,false,accept
MDA_3689_FN_2022,FN,FNHB,2022,AR04,2,[MDA_P002],true,"Key factors reigning in a fuller recovery are high inflation and muted trade with China, which has enforced several lockdowns in attempts to maintain zero-COVID. Economic growth discrepancy aside, both countries continue to be affected by supply chain disruptions and a sharp incr",strong,none,aligned,false,accept
MDA_3689_FN_2022,FN,FNHB,2022,AR05,2,[MDA_P001],true,"Management Discussion & Analysis Strategic Review Market Review OUR OPERATING LANDSCAPE The year 2022 has been marked by two key and opposing factors. Positively, it has seen the gradual unravelling of movement and social restrictions imposed to contain COVID-19. Yet, rather than",strong,none,aligned,false,accept
MDA_3689_FN_2023,FN,FNHB,2023,AR01,2,[MDA_P001],true,"MANAGEMENT DISCUSSION & ANALYSIS Annual Report 2023 MARKET REVIEW A. Strategic Review In May 2023, the World Health Organization (WHO) declared that COVID-19 “no longer constitutes a public health emergency of international concern”. Yet, the global macroenvironment is far from b",strong,none,aligned,false,accept
MDA_3689_FN_2023,FN,FNHB,2023,AR02,3,[MDA_P001],true,"MANAGEMENT DISCUSSION & ANALYSIS Annual Report 2023 MARKET REVIEW A. Strategic Review In May 2023, the World Health Organization (WHO) declared that COVID-19 “no longer constitutes a public health emergency of international concern”. Yet, the global macroenvironment is far from b",acceptable,numeric_review_required,partial,false,manual_review
MDA_3689_FN_2023,FN,FNHB,2023,AR03,2,[MDA_P002],true,"In Malaysia, Bank Negara forecasts that the economy will benefit from robust domestic demand, the implementation of major infrastructure projects as well as recovering tourism to expand between 4.0% and 5.0%. Nevertheless, this is a marked slowdown compared to the growth of 8.7% ",strong,none,aligned,false,accept
