document_id,dimension_code,source_paragraph_count,selected_paragraph_count,selected_paragraph_ids,selection_reason,input_char_count,estimated_token_count,context_budget,budget_passed,fallback_used
MDA_0212_SDS_2020,AR04,17,5,MDA_P006|MDA_P012|MDA_P013|MDA_P015|MDA_P016,risk_outlook_challenge_keywords,5794,1449,1606,True,False
MDA_0212_SDS_2020,AR05,17,5,MDA_P001|MDA_P005|MDA_P009|MDA_P013|MDA_P017,python_structure_features_and_representative_paragraphs,5186,1297,1606,True,False
MDA_0212_SDS_2021,AR01,37,7,MDA_P001|MDA_P004|MDA_P005|MDA_P006|MDA_P009|MDA_P011|MDA_P019,coverage_map_and_representative_sections,6191,1548,1606,True,True
MDA_0212_SDS_2021,AR02,37,7,MDA_P001|MDA_P002|MDA_P003|MDA_P005|MDA_P006|MDA_P007|MDA_P008,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5298,1325,1606,True,True
MDA_0212_SDS_2021,AR03,37,5,MDA_P001|MDA_P002|MDA_P004|MDA_P005|MDA_P006,operating_driver_keywords_with_causal_priority,5642,1411,1606,True,True
MDA_0212_SDS_2021,AR04,37,6,MDA_P005|MDA_P006|MDA_P028|MDA_P029|MDA_P030|MDA_P031,risk_outlook_challenge_keywords,5775,1444,1606,True,True
MDA_0212_SDS_2021,AR05,37,5,MDA_P001|MDA_P010|MDA_P019|MDA_P028|MDA_P037,python_structure_features_and_representative_paragraphs,4083,1021,1606,True,False
MDA_0212_SDS_2022,AR01,14,5,MDA_P001|MDA_P006|MDA_P007|MDA_P008|MDA_P010,coverage_map_and_representative_sections,6070,1518,1606,True,True
MDA_0212_SDS_2022,AR02,14,4,MDA_P001|MDA_P002|MDA_P003|MDA_P004,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5434,1359,1606,True,True
MDA_0212_SDS_2022,AR03,14,5,MDA_P002|MDA_P004|MDA_P005|MDA_P006|MDA_P007,operating_driver_keywords_with_causal_priority,6258,1565,1606,True,True
MDA_0212_SDS_2022,AR04,14,5,MDA_P001|MDA_P002|MDA_P011|MDA_P012|MDA_P013,risk_outlook_challenge_keywords,5925,1482,1606,True,True
MDA_0212_SDS_2022,AR05,14,5,MDA_P001|MDA_P004|MDA_P008|MDA_P011|MDA_P014,python_structure_features_and_representative_paragraphs,5961,1491,1606,True,False
MDA_0212_SDS_2023,AR01,34,6,MDA_P001|MDA_P002|MDA_P007|MDA_P008|MDA_P018|MDA_P028,coverage_map_and_representative_sections,5576,1394,1606,True,True
MDA_0212_SDS_2023,AR02,34,8,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007|MDA_P008,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6215,1554,1606,True,True
MDA_0212_SDS_2023,AR03,34,10,MDA_P001|MDA_P002|MDA_P004|MDA_P005|MDA_P006|MDA_P007|MDA_P008|MDA_P011|MDA_P012|MDA_P013,operating_driver_keywords_with_causal_priority,6359,1590,1606,True,True
MDA_0212_SDS_2023,AR04,34,6,MDA_P002|MDA_P005|MDA_P026|MDA_P028|MDA_P029|MDA_P030,risk_outlook_challenge_keywords,5393,1349,1606,True,True
MDA_0212_SDS_2023,AR05,34,5,MDA_P001|MDA_P009|MDA_P018|MDA_P026|MDA_P034,python_structure_features_and_representative_paragraphs,3496,874,1606,True,False
MDA_0212_SDS_2024,AR01,29,6,MDA_P001|MDA_P002|MDA_P003|MDA_P006|MDA_P008|MDA_P015,coverage_map_and_representative_sections,5849,1463,1606,True,True
MDA_0212_SDS_2024,AR02,29,4,MDA_P001|MDA_P002|MDA_P003|MDA_P004,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5624,1406,1606,True,True
MDA_0212_SDS_2024,AR03,29,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,operating_driver_keywords_with_causal_priority,6155,1539,1606,True,True
MDA_0212_SDS_2024,AR04,29,5,MDA_P003|MDA_P006|MDA_P008|MDA_P024|MDA_P025,risk_outlook_challenge_keywords,5586,1397,1606,True,True
MDA_0212_SDS_2024,AR05,29,5,MDA_P001|MDA_P008|MDA_P015|MDA_P022|MDA_P029,python_structure_features_and_representative_paragraphs,3766,942,1606,True,False
MDA_2658_AJI_2020,AR01,36,6,MDA_P001|MDA_P002|MDA_P003|MDA_P019|MDA_P034|MDA_P036,coverage_map_and_representative_sections,3999,1054,1606,True,False
MDA_2658_AJI_2020,AR02,36,3,MDA_P033|MDA_P034|MDA_P035,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,1488,490,1606,True,False
MDA_2658_AJI_2020,AR03,36,8,MDA_P002|MDA_P003|MDA_P004|MDA_P006|MDA_P007|MDA_P015|MDA_P028|MDA_P034,operating_driver_keywords_with_causal_priority,5663,1546,1606,True,False
MDA_2658_AJI_2020,AR04,36,1,MDA_P002,risk_outlook_challenge_keywords,1842,461,1606,True,False
MDA_2658_AJI_2020,AR05,36,5,MDA_P001|MDA_P010|MDA_P019|MDA_P028|MDA_P036,python_structure_features_and_representative_paragraphs,1618,476,1606,True,False
MDA_2658_AJI_2021,AR01,34,5,MDA_P001|MDA_P002|MDA_P018|MDA_P033|MDA_P034,coverage_map_and_representative_sections,3031,758,1606,True,False
MDA_2658_AJI_2021,AR02,34,3,MDA_P032|MDA_P033|MDA_P034,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,2403,622,1606,True,False
MDA_2658_AJI_2021,AR03,34,8,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P014|MDA_P027|MDA_P033,operating_driver_keywords_with_causal_priority,5157,1290,1606,True,False
MDA_2658_AJI_2021,AR04,34,1,MDA_P032,risk_outlook_challenge_keywords,1276,347,1606,True,False
MDA_2658_AJI_2021,AR05,34,5,MDA_P001|MDA_P009|MDA_P018|MDA_P026|MDA_P034,python_structure_features_and_representative_paragraphs,1649,419,1606,True,False
MDA_2658_AJI_2022,AR01,33,5,MDA_P001|MDA_P003|MDA_P004|MDA_P017|MDA_P033,coverage_map_and_representative_sections,4462,1116,1606,True,False
MDA_2658_AJI_2022,AR02,33,2,MDA_P032|MDA_P033,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,2429,624,1606,True,False
MDA_2658_AJI_2022,AR03,33,7,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P014|MDA_P027,operating_driver_keywords_with_causal_priority,6101,1526,1606,True,True
MDA_2658_AJI_2022,AR04,33,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P032,risk_outlook_challenge_keywords,6359,1590,1606,True,False
MDA_2658_AJI_2022,AR05,33,5,MDA_P001|MDA_P009|MDA_P017|MDA_P025|MDA_P033,python_structure_features_and_representative_paragraphs,2451,613,1606,True,False
MDA_2658_AJI_2023,AR01,52,5,MDA_P001|MDA_P007|MDA_P008|MDA_P010|MDA_P011,coverage_map_and_representative_sections,5471,1368,1606,True,True
MDA_2658_AJI_2023,AR02,52,6,MDA_P001|MDA_P002|MDA_P005|MDA_P006|MDA_P007|MDA_P008,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5671,1418,1606,True,True
MDA_2658_AJI_2023,AR03,52,6,MDA_P001|MDA_P004|MDA_P005|MDA_P006|MDA_P007|MDA_P008,operating_driver_keywords_with_causal_priority,5719,1430,1606,True,True
MDA_2658_AJI_2023,AR04,52,7,MDA_P001|MDA_P003|MDA_P004|MDA_P010|MDA_P015|MDA_P018|MDA_P020,risk_outlook_challenge_keywords,6133,1534,1606,True,True
MDA_2658_AJI_2023,AR05,52,5,MDA_P001|MDA_P014|MDA_P027|MDA_P040|MDA_P052,python_structure_features_and_representative_paragraphs,4428,1107,1606,True,False
MDA_2658_AJI_2024,AR01,56,6,MDA_P001|MDA_P005|MDA_P029|MDA_P037|MDA_P038|MDA_P039,coverage_map_and_representative_sections,6310,1578,1606,True,True
MDA_2658_AJI_2024,AR02,56,6,MDA_P005|MDA_P006|MDA_P007|MDA_P035|MDA_P036|MDA_P037,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5778,1445,1606,True,True
MDA_2658_AJI_2024,AR03,56,4,MDA_P001|MDA_P005|MDA_P006|MDA_P007,operating_driver_keywords_with_causal_priority,5630,1408,1606,True,True
MDA_2658_AJI_2024,AR04,56,4,MDA_P001|MDA_P004|MDA_P005|MDA_P038,risk_outlook_challenge_keywords,5871,1468,1606,True,True
MDA_2658_AJI_2024,AR05,56,5,MDA_P001|MDA_P015|MDA_P029|MDA_P043|MDA_P056,python_structure_features_and_representative_paragraphs,3699,925,1606,True,False
MDA_2828_CIHLDG_2020,AR01,16,5,MDA_P001|MDA_P004|MDA_P006|MDA_P009|MDA_P010,coverage_map_and_representative_sections,5786,1447,1606,True,True
MDA_2828_CIHLDG_2020,AR02,16,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5374,1344,1606,True,True
MDA_2828_CIHLDG_2020,AR03,16,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P006,operating_driver_keywords_with_causal_priority,6116,1529,1606,True,True
MDA_2828_CIHLDG_2020,AR04,16,3,MDA_P014|MDA_P015|MDA_P016,risk_outlook_challenge_keywords,3107,777,1606,True,False
MDA_2828_CIHLDG_2020,AR05,16,5,MDA_P001|MDA_P005|MDA_P009|MDA_P013|MDA_P016,python_structure_features_and_representative_paragraphs,3998,1000,1606,True,False
MDA_2828_CIHLDG_2021,AR01,13,6,MDA_P001|MDA_P002|MDA_P005|MDA_P006|MDA_P007|MDA_P010,coverage_map_and_representative_sections,6360,1590,1606,True,True
MDA_2828_CIHLDG_2021,AR02,13,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6051,1513,1606,True,True
MDA_2828_CIHLDG_2021,AR03,13,5,MDA_P002|MDA_P003|MDA_P005|MDA_P006|MDA_P007,operating_driver_keywords_with_causal_priority,6314,1579,1606,True,True
MDA_2828_CIHLDG_2021,AR04,13,4,MDA_P010|MDA_P011|MDA_P012|MDA_P013,risk_outlook_challenge_keywords,4365,1092,1606,True,False
MDA_2828_CIHLDG_2021,AR05,13,5,MDA_P001|MDA_P004|MDA_P007|MDA_P010|MDA_P013,python_structure_features_and_representative_paragraphs,3877,970,1606,True,False
MDA_2828_CIHLDG_2022,AR01,16,5,MDA_P001|MDA_P004|MDA_P006|MDA_P007|MDA_P008,coverage_map_and_representative_sections,6365,1592,1606,True,True
MDA_2828_CIHLDG_2022,AR02,16,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5495,1374,1606,True,True
MDA_2828_CIHLDG_2022,AR03,16,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P006,operating_driver_keywords_with_causal_priority,6396,1599,1606,True,True
MDA_2828_CIHLDG_2022,AR04,16,6,MDA_P009|MDA_P010|MDA_P011|MDA_P013|MDA_P014|MDA_P016,risk_outlook_challenge_keywords,6293,1574,1606,True,False
MDA_2828_CIHLDG_2022,AR05,16,5,MDA_P001|MDA_P005|MDA_P009|MDA_P013|MDA_P016,python_structure_features_and_representative_paragraphs,4336,1084,1606,True,False
MDA_2828_CIHLDG_2023,AR01,16,6,MDA_P001|MDA_P003|MDA_P004|MDA_P005|MDA_P008|MDA_P009,coverage_map_and_representative_sections,5763,1441,1606,True,True
MDA_2828_CIHLDG_2023,AR02,16,5,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5358,1340,1606,True,True
MDA_2828_CIHLDG_2023,AR03,16,5,MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,operating_driver_keywords_with_causal_priority,6048,1512,1606,True,True
MDA_2828_CIHLDG_2023,AR04,16,5,MDA_P007|MDA_P008|MDA_P009|MDA_P010|MDA_P013,risk_outlook_challenge_keywords,5578,1395,1606,True,True
MDA_2828_CIHLDG_2023,AR05,16,5,MDA_P001|MDA_P005|MDA_P009|MDA_P013|MDA_P016,python_structure_features_and_representative_paragraphs,4918,1230,1606,True,False
MDA_2828_CIHLDG_2024,AR01,27,6,MDA_P001|MDA_P002|MDA_P004|MDA_P005|MDA_P006|MDA_P007,coverage_map_and_representative_sections,6039,1510,1606,True,True
MDA_2828_CIHLDG_2024,AR02,27,5,MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6375,1594,1606,True,True
MDA_2828_CIHLDG_2024,AR03,27,5,MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,operating_driver_keywords_with_causal_priority,5402,1351,1606,True,True
MDA_2828_CIHLDG_2024,AR04,27,5,MDA_P002|MDA_P010|MDA_P011|MDA_P012|MDA_P016,risk_outlook_challenge_keywords,5989,1498,1606,True,True
MDA_2828_CIHLDG_2024,AR05,27,5,MDA_P001|MDA_P007|MDA_P014|MDA_P021|MDA_P027,python_structure_features_and_representative_paragraphs,5357,1340,1606,True,False
MDA_2836_CARLSBG_2020,AR01,47,5,MDA_P001|MDA_P002|MDA_P005|MDA_P009|MDA_P024,coverage_map_and_representative_sections,5725,1432,1606,True,True
MDA_2836_CARLSBG_2020,AR02,47,8,MDA_P002|MDA_P003|MDA_P004|MDA_P006|MDA_P007|MDA_P008|MDA_P009|MDA_P010,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6424,1606,1606,True,True
MDA_2836_CARLSBG_2020,AR03,47,6,MDA_P001|MDA_P003|MDA_P004|MDA_P007|MDA_P009|MDA_P011,operating_driver_keywords_with_causal_priority,6185,1547,1606,True,True
MDA_2836_CARLSBG_2020,AR04,47,6,MDA_P002|MDA_P008|MDA_P009|MDA_P022|MDA_P025|MDA_P028,risk_outlook_challenge_keywords,5794,1449,1606,True,True
MDA_2836_CARLSBG_2020,AR05,47,5,MDA_P001|MDA_P012|MDA_P024|MDA_P036|MDA_P047,python_structure_features_and_representative_paragraphs,5415,1354,1606,True,False
MDA_2836_CARLSBG_2021,AR01,55,6,MDA_P001|MDA_P010|MDA_P015|MDA_P017|MDA_P024|MDA_P027,coverage_map_and_representative_sections,6397,1600,1606,True,True
MDA_2836_CARLSBG_2021,AR02,55,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5886,1472,1606,True,True
MDA_2836_CARLSBG_2021,AR03,55,5,MDA_P001|MDA_P002|MDA_P004|MDA_P005|MDA_P006,operating_driver_keywords_with_causal_priority,5454,1364,1606,True,True
MDA_2836_CARLSBG_2021,AR04,55,6,MDA_P005|MDA_P010|MDA_P024|MDA_P027|MDA_P028|MDA_P035,risk_outlook_challenge_keywords,6334,1584,1606,True,True
MDA_2836_CARLSBG_2021,AR05,55,5,MDA_P001|MDA_P014|MDA_P028|MDA_P042|MDA_P055,python_structure_features_and_representative_paragraphs,4485,1122,1606,True,False
MDA_2836_CARLSBG_2022,AR01,68,6,MDA_P001|MDA_P012|MDA_P015|MDA_P025|MDA_P026|MDA_P027,coverage_map_and_representative_sections,6267,1567,1606,True,True
MDA_2836_CARLSBG_2022,AR02,68,6,MDA_P001|MDA_P002|MDA_P003|MDA_P006|MDA_P007|MDA_P008,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6077,1520,1606,True,True
MDA_2836_CARLSBG_2022,AR03,68,5,MDA_P001|MDA_P002|MDA_P007|MDA_P010|MDA_P011,operating_driver_keywords_with_causal_priority,5339,1335,1606,True,True
MDA_2836_CARLSBG_2022,AR04,68,6,MDA_P005|MDA_P013|MDA_P014|MDA_P015|MDA_P016|MDA_P021,risk_outlook_challenge_keywords,6400,1600,1606,True,True
MDA_2836_CARLSBG_2022,AR05,68,5,MDA_P001|MDA_P018|MDA_P035|MDA_P052|MDA_P068,python_structure_features_and_representative_paragraphs,5328,1332,1606,True,False
MDA_2836_CARLSBG_2023,AR01,14,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P008|MDA_P014,coverage_map_and_representative_sections,2730,683,1606,True,False
MDA_2836_CARLSBG_2023,AR02,14,3,MDA_P002|MDA_P003|MDA_P004,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,2408,602,1606,True,False
MDA_2836_CARLSBG_2023,AR03,14,1,MDA_P003,operating_driver_keywords_with_causal_priority,1229,308,1606,True,False
MDA_2836_CARLSBG_2023,AR04,14,4,MDA_P001|MDA_P002|MDA_P004|MDA_P005,risk_outlook_challenge_keywords,2599,650,1606,True,False
MDA_2836_CARLSBG_2023,AR05,14,5,MDA_P001|MDA_P004|MDA_P008|MDA_P011|MDA_P014,python_structure_features_and_representative_paragraphs,1801,451,1606,True,False
MDA_2836_CARLSBG_2024,AR01,13,4,MDA_P001|MDA_P005|MDA_P007|MDA_P013,coverage_map_and_representative_sections,1763,441,1606,True,False
MDA_2836_CARLSBG_2024,AR02,13,11,MDA_P001|MDA_P002|MDA_P004|MDA_P005|MDA_P006|MDA_P007|MDA_P008|MDA_P009|MDA_P010|MDA_P012|MDA_P013,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,2826,707,1606,True,False
MDA_2836_CARLSBG_2024,AR03,13,5,MDA_P001|MDA_P005|MDA_P007|MDA_P009|MDA_P013,operating_driver_keywords_with_causal_priority,2157,540,1606,True,False
MDA_2836_CARLSBG_2024,AR04,13,5,MDA_P001|MDA_P005|MDA_P007|MDA_P009|MDA_P013,risk_outlook_challenge_keywords,2157,540,1606,True,False
MDA_2836_CARLSBG_2024,AR05,13,5,MDA_P001|MDA_P004|MDA_P007|MDA_P010|MDA_P013,python_structure_features_and_representative_paragraphs,1972,493,1606,True,False
MDA_3026_DLADY_2020,AR01,24,6,MDA_P001|MDA_P002|MDA_P004|MDA_P013|MDA_P019|MDA_P020,coverage_map_and_representative_sections,5670,1418,1606,True,True
MDA_3026_DLADY_2020,AR02,24,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6339,1585,1606,True,True
MDA_3026_DLADY_2020,AR03,24,6,MDA_P002|MDA_P005|MDA_P006|MDA_P007|MDA_P008|MDA_P015,operating_driver_keywords_with_causal_priority,6004,1501,1606,True,True
MDA_3026_DLADY_2020,AR04,24,5,MDA_P002|MDA_P004|MDA_P010|MDA_P011|MDA_P012,risk_outlook_challenge_keywords,5423,1356,1606,True,True
MDA_3026_DLADY_2020,AR05,24,5,MDA_P001|MDA_P007|MDA_P013|MDA_P019|MDA_P024,python_structure_features_and_representative_paragraphs,4758,1190,1606,True,False
MDA_3026_DLADY_2021,AR01,27,6,MDA_P001|MDA_P005|MDA_P009|MDA_P014|MDA_P018|MDA_P021,coverage_map_and_representative_sections,5768,1442,1606,True,True
MDA_3026_DLADY_2021,AR02,27,5,MDA_P005|MDA_P006|MDA_P007|MDA_P009|MDA_P010,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6208,1552,1606,True,True
MDA_3026_DLADY_2021,AR03,27,5,MDA_P002|MDA_P004|MDA_P018|MDA_P019|MDA_P020,operating_driver_keywords_with_causal_priority,5611,1403,1606,True,True
MDA_3026_DLADY_2021,AR04,27,6,MDA_P005|MDA_P009|MDA_P010|MDA_P023|MDA_P024|MDA_P025,risk_outlook_challenge_keywords,5824,1456,1606,True,True
MDA_3026_DLADY_2021,AR05,27,5,MDA_P001|MDA_P007|MDA_P014|MDA_P021|MDA_P027,python_structure_features_and_representative_paragraphs,4702,1176,1606,True,False
MDA_3026_DLADY_2022,AR01,67,7,MDA_P001|MDA_P007|MDA_P011|MDA_P021|MDA_P023|MDA_P032|MDA_P034,coverage_map_and_representative_sections,6048,1512,1606,True,True
MDA_3026_DLADY_2022,AR02,67,4,MDA_P005|MDA_P006|MDA_P007|MDA_P008,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5463,1366,1606,True,True
MDA_3026_DLADY_2022,AR03,67,8,MDA_P004|MDA_P005|MDA_P007|MDA_P008|MDA_P011|MDA_P013|MDA_P014|MDA_P015,operating_driver_keywords_with_causal_priority,6093,1524,1606,True,True
MDA_3026_DLADY_2022,AR04,67,8,MDA_P004|MDA_P005|MDA_P007|MDA_P010|MDA_P016|MDA_P017|MDA_P019|MDA_P020,risk_outlook_challenge_keywords,5600,1400,1606,True,True
MDA_3026_DLADY_2022,AR05,67,5,MDA_P001|MDA_P017|MDA_P034|MDA_P051|MDA_P067,python_structure_features_and_representative_paragraphs,3370,843,1606,True,False
MDA_3026_DLADY_2023,AR01,70,6,MDA_P001|MDA_P005|MDA_P012|MDA_P015|MDA_P028|MDA_P036,coverage_map_and_representative_sections,6225,1557,1606,True,True
MDA_3026_DLADY_2023,AR02,70,5,MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P009,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5540,1385,1606,True,True
MDA_3026_DLADY_2023,AR03,70,5,MDA_P004|MDA_P005|MDA_P012|MDA_P014|MDA_P015,operating_driver_keywords_with_causal_priority,5865,1467,1606,True,True
MDA_3026_DLADY_2023,AR04,70,5,MDA_P002|MDA_P004|MDA_P010|MDA_P012|MDA_P013,risk_outlook_challenge_keywords,5968,1492,1606,True,True
MDA_3026_DLADY_2023,AR05,70,5,MDA_P001|MDA_P018|MDA_P036|MDA_P053|MDA_P070,python_structure_features_and_representative_paragraphs,4403,1101,1606,True,False
MDA_3026_DLADY_2024,AR01,73,5,MDA_P001|MDA_P004|MDA_P005|MDA_P019|MDA_P020,coverage_map_and_representative_sections,6029,1508,1606,True,True
MDA_3026_DLADY_2024,AR02,73,5,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6120,1530,1606,True,True
MDA_3026_DLADY_2024,AR03,73,5,MDA_P001|MDA_P003|MDA_P004|MDA_P005|MDA_P008,operating_driver_keywords_with_causal_priority,5796,1449,1606,True,True
MDA_3026_DLADY_2024,AR04,73,5,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,risk_outlook_challenge_keywords,5662,1416,1606,True,True
MDA_3026_DLADY_2024,AR05,73,5,MDA_P001|MDA_P019|MDA_P037|MDA_P055|MDA_P073,python_structure_features_and_representative_paragraphs,5096,1274,1606,True,False
